Token,Cantidad de documentos que lo contienen,Posicion del primer registro en posting
de.tu-berlin.cs,4,147029
de.tu-berlin.cs.isdn,1,147033
de.tu-berlin.physik,1,147034
de.tu-berlin.ut,1,147035
de.tu-berlin.zrz,3,147036
de.tu-bs.rz,3,147039
de.tu-chemnitz.hrz,4,147042
de.tu-clausthal.slip,1,147046
de.tu-cottbus.rz,1,147047
de.tu-dresden.wh1,1,147048
de.tu-ilmenau.e-technik,1,147049
de.tu-ilmenau.prakinf,3,147050
de.tu-ilmenau.wirtschaft,1,147053
de.tu-muenchen.bauwesen.cip,1,147054
de.ufz.uoe,3,147055
de.uka.ira,1,147058
de.uni-augsburg.rz,1,147059
de.uni-bamberg.ggeo,1,147060
de.uni-bamberg.ktheo,4,147061
de.uni-bamberg.split,1,147065
de.uni-bayreuth.hrz,2,147066
de.uni-bayreuth.phy,1,147068
de.uni-bielefeld.hrz,1,147069
de.uni-bielefeld.zif,1,147070
de.uni-bonn.informatik,3,147071
de.uni-bonn.meb,1,147074
de.uni-bonn.rhrz,2,147075
de.uni-bremen.zfn,4,147077
de.uni-dortmund.hrz,3,147081
de.uni-dortmund.informatik,1,147084
de.uni-duesseldorf.orgchemie,1,147085
de.uni-duesseldorf.rz,4,147086
de.uni-duisburg,3,147090
de.uni-duisburg.physcip,1,147093
de.uni-erlangen.biologie,1,147094
de.uni-erlangen.fim,2,147095
de.uni-erlangen.informatik,2,147097
de.uni-erlangen.mi,1,147099
de.uni-erlangen.physik,1,147100
de.uni-erlangen.rrze,4,147101
de.uni-erlangen.ww,1,147105
de.uni-essen.extern,1,147106
de.uni-essen.hrz,1,147107
de.uni-frankfurt.informatik.rbi,1,147108
de.uni-frankfurt.rz,5,147109
de.uni-freiburg.biologie,2,147114
de.uni-freiburg.home,1,147116
de.uni-freiburg.imbi,2,147117
de.uni-freiburg.ruf,2,147119
de.uni-freiburg.ub,2,147121
de.uni-giessen.hrz,5,147123
de.uni-giessen.ub,1,147128
de.uni-greifswald.biologie,1,147129
de.uni-halle.urz,3,147130
de.uni-hamburg.chemie,1,147133
de.uni-hamburg.dialup,1,147134
de.uni-hamburg.erzwiss,1,147135
de.uni-hamburg.public,2,147136
de.uni-hamburg.rrz,2,147138
de.uni-hannover.rrzn,3,147140
de.uni-heidelberg.ita,1,147143
de.uni-heidelberg.iwr,1,147144
de.uni-heidelberg.lsw,1,147145
de.uni-heidelberg.urz,2,147146
de.uni-heidelberg.zmbh,1,147148
de.uni-hohenheim.cip2,1,147149
de.uni-hohenheim.ws1,1,147150
de.uni-hohenheim.zoologie,1,147151
de.uni-jena.astro,1,147152
de.uni-jena.mipool,1,147153
de.uni-jena.rz,1,147154
de.uni-karlsruhe.bau-verm,1,147155
de.uni-karlsruhe.etec,1,147156
de.uni-karlsruhe.physik,2,147157
de.uni-karlsruhe.rz,5,147159
de.uni-kassel.e-technik.hfk,1,147164
de.uni-kassel.hrz,2,147165
de.uni-kiel.bwl,2,147167
de.uni-kiel.dial,2,147169
de.uni-kiel.mail,2,147171
de.uni-kl,2,147173
de.uni-kl.mathematik,1,147175
de.uni-kl.rhrk,1,147176
de.uni-kl.unix-ag,1,147177
de.uni-koeln.rrz,5,147178
de.uni-koeln.slip,2,147183
de.uni-koeln.verw,1,147185
de.uni-konstanz.biologie,1,147186
de.uni-konstanz.chemie,2,147187
de.uni-konstanz.inf-wiss,2,147189
de.uni-konstanz.rz,2,147191
de.uni-konstanz.tzk,1,147193
de.uni-landau.rz,1,147194
de.uni-landau.zepf.zepfpc5,1,147195
de.uni-leipzig.rz,1,147196
de.uni-magdeburg.mb,1,147197
de.uni-magdeburg.urz,2,147198
de.uni-mainz.geo,1,147200
de.uni-mainz.kph,1,147201
de.uni-mainz.physik,2,147202
de.uni-mainz.zdv,3,147204
de.uni-mannheim,4,147207
de.uni-marburg.hrz,5,147211
de.uni-marburg.mathematik,2,147216
de.uni-marburg.phys-chemie,1,147218
de.uni-marburg.stud-ppp,2,147219
de.uni-marburg.ub,1,147221
de.uni-marburg.verwaltung,1,147222
de.uni-muenchen.cis,1,147223
de.uni-muenchen.forst.cip,1,147224
de.uni-muenster,4,147225
de.uni-oldenburg.informatik,2,147229
de.uni-osnabrueck.oec,1,147231
de.uni-osnabrueck.rz,1,147232
de.uni-paderborn,2,147233
de.uni-passau,2,147235
de.uni-passau.fmi,2,147237
de.uni-potsdam.rz,1,147239
de.uni-regensburg.cip,1,147240
de.uni-regensburg.klinik,1,147241
de.uni-regensburg.rz,4,147242
de.uni-rostock.informatik,1,147246
de.uni-rostock.physik2,1,147247
de.uni-sb.cs,1,147248
de.uni-sb.cscip,1,147249
de.uni-sb.med-rz,2,147250
de.uni-sb.rz,3,147252
de.uni-stuttgart.architektur,1,147255
de.uni-stuttgart.bmt,1,147256
de.uni-stuttgart.informatik,2,147257
de.uni-stuttgart.mikro,1,147259
de.uni-stuttgart.physcip,1,147260
de.uni-stuttgart.physik.itap,2,147261
de.uni-stuttgart.rus,5,147263
de.uni-trier,3,147268
de.uni-tuebingen.zdv,5,147271
de.uni-ulm.chemie,1,147276
de.uni-ulm.extern,1,147277
de.uni-ulm.rz,2,147278
de.uni-wuerzburg.biozentrum,1,147280
de.uni-wuerzburg.kks.firewall,1,147281
de.uni-wuerzburg.theologie,3,147282
de.uni-wuerzburg.wifak,1,147285
de.uni-wuppertal.urz,2,147286
de.unibw-muenchen.lrt,1,147288
de.vew,1,147289
de.vobis,1,147290
de.wago,1,147291
de.wias-berlin,1,147292
de.winnet,2,147293
de.wmd,1,147295
de:,1,147296
deactivate,2,147297
deactivation,1,147299
dead,10,147300
"dead""",2,147310
"dead,",5,147312
dead.,3,147317
deaden,1,147320
deadline,8,147321
"deadline,",1,147329
deadline--thus,1,147330
deadlines,1,147331
"deadlines,",1,147332
deadlock,1,147333
deadlocking,1,147334
deadly,6,147335
deaf,1,147341
deaf's,1,147342
"deaf-mute,",1,147343
deaf.,1,147344
"deafness,",1,147345
deak,2,147346
deal,43,147348
"deal""",2,147391
"deal"".",1,147393
"deal,",5,147394
deal.,3,147399
deal:,1,147402
deal;,1,147403
deal?,1,147404
dealer,4,147405
dealer's,2,147409
"dealer,",1,147411
dealers,2,147412
"dealers,",1,147414
dealerships.,1,147415
dealing,52,147416
dealings,3,147468
dealings.,3,147471
deals,44,147474
"deals""",1,147518
"deals,",1,147519
deals.,1,147520
dealt,13,147521
dean,3,147534
deansjan,1,147537
dear,2,147538
dearborn,3,147540
"dearborn,",1,147543
death,61,147544
death),1,147605
"death,",17,147606
death.,10,147623
death.the,1,147633
death:,3,147634
death;,3,147637
deaths,8,147640
deaths).,1,147648
"deaths,",2,147649
deaths—turkeys,1,147651
deathtrap,1,147652
"deaven,",1,147653
deaz,1,147654
deba,1,147655
debate,19,147656
debate),2,147675
"debate,",1,147677
debate.,3,147678
debated,3,147681
debates,7,147684
debates.,1,147691
debbie,1,147692
debe,2,147693
"debentures,",1,147695
deberá,1,147696
deberán,2,147697
debería,2,147699
deberían,1,147701
debido,7,147702
"debido,",1,147709
debiendo,1,147710
debiera,1,147711
debilitating,1,147712
debilitation,1,147713
debió,1,147714
"debió,",1,147715
deborah,1,147716
"deborah,",1,147717
debrecen),1,147718
debrecenben,1,147719
debrecenben.,1,147720
debreceni,5,147721
debreczeni,2,147726
debreczenijozsef,1,147728
debreczenit.-igen.,1,147729
debris,1,147730
debris),1,147731
"debro""dy",1,147732
debs:,1,147733
debt,13,147734
"debt,",5,147747
debt-servicing,1,147752
debt.,4,147753
"debtor,",2,147757
debts,6,147759
"debts,",1,147765
debts.,3,147766
debugging,2,147769
deburr,1,147771
deburring,1,147772
deburring.,1,147773
deburrpos,1,147774
debussey,1,147775
debussy's,1,147776
"debussy,",1,147777
debuted,1,147778
dec,3,147779
dec.,10,147782
decade,18,147792
"decade,",2,147810
"decade,national",1,147812
decade.,6,147813
decade;,2,147819
decade?,1,147821
decadence,3,147822
decadent,1,147825
decades,10,147826
"decades,",1,147836
decades.,2,147837
decapitation,1,147839
"decarte,",1,147840
decartes',2,147841
decatur,1,147843
decay,2,147844
deceased,5,147846
deceased:,1,147851
decedent,1,147852
decedent's,1,147853
"decedent,",1,147854
decedent.,1,147855
decedents,1,147856
"decedents,",1,147857
deceit,1,147858
"deceit,",1,147859
deceive,1,147860
december,40,147861
december's,1,147901
"december,",2,147902
december.,2,147904
december12,1,147906
decemberben,3,147907
decembere,1,147910
decembereben,1,147911
decemberi,2,147912
decemberig,1,147914
decemberinek.,1,147915
decemberre,1,147916
decency,3,147917
decent,1,147920
decentralization,3,147921
"decentralization,",1,147924
decentralized,2,147925
"decentralized,",2,147927
deception,5,147929
"deception,",1,147934
deceptive,4,147935
deceptively,1,147939
decida,1,147940
decide,20,147941
decided,22,147961
"decided,",1,147983
decided.,1,147984
decidedly,1,147985
decides,10,147986
decides?,3,147996
decidido,1,147999
deciding,8,148000
decimal,1,148008
deciphers,2,148009
decision,57,148011
decision),1,148068
"decision,",6,148069
"decision,conclusion,",1,148075
decision--the,1,148076
decision-makers,2,148077
"decision-makers,",1,148079
decision-making,7,148080
"decision-making,",2,148087
decision-making.,3,148089
decision-making:,1,148092
decision-tree,1,148093
decision.,11,148094
decision.),1,148105
decisions,32,148106
"decisions,",4,148138
"decisions,""",1,148142
decisions.,6,148143
decisive,2,148149
decisive.,1,148151
decisively,1,148152
decisión,2,148153
deck,1,148155
deckard,4,148156
declarant,1,148160
declarant's,1,148161
declarant.,1,148162
declarar,1,148163
declaration,18,148164
declaration),1,148182
"declaration,",3,148183
declaration.,3,148186
declarationcurrently,1,148189
declarations,2,148190
declare,4,148192
declared,15,148196
"declared,",1,148211
declares,1,148212
declaring,3,148213
declinación,2,148216
declinantes,1,148218
decline,18,148219
"decline,",1,148237
decline.,2,148238
declined,2,148240
declined.,2,148242
declines.,1,148244
declining,6,148245
declinó,1,148251
decode,1,148252
decolonization,1,148253
decompilation,1,148254
decomposed,1,148255
decomposition,1,148256
decompression,2,148257
"decompression,",1,148259
deconcini,10,148260
decorated,1,148270
decoration,1,148271
decrease,11,148272
decreased,3,148283
"decreased,",2,148286
decreases,1,148288
decreasing,4,148289
decree,8,148293
"decree,",2,148301
decree.,1,148303
decrees,2,148304
"decrees,",3,148306
decrees.,1,148309
decretadas,1,148310
decreto,1,148311
decriminalization,1,148312
decriminalize,1,148313
decrypt,1,148314
dection,1,148315
dedalus,1,148316
dedalus',1,148317
dedicada,1,148318
dedican,1,148319
dedicated,8,148320
dedication,1,148328
deducidas,1,148329
deduct,5,148330
deducted,1,148335
deductibility,1,148336
deductible,2,148337
"deductible,",1,148339
deducting,1,148340
deduction,5,148341
"deduction,",1,148346
deductions,1,148347
deductions.,1,148348
deducts,1,148349
dee,1,148350
deed,1,148351
deed.,1,148352
deeds,2,148353
deeds.,1,148355
deem,3,148356
deemed,6,148359
deep,8,148365
deepen,1,148373
deeper,6,148374
deeply,4,148380
"deeply,",1,148384
deere,1,148385
"deere,",1,148386
"deerfield,",1,148387
deerlin,8,148388
deerslayer,1,148396
"deese,",1,148397
"deeslayer,",1,148398
deeson,1,148399
"deeson,",1,148400
deeson.,1,148401
deez,1,148402
defacement,1,148403
defamation,1,148404
default,3,148405
"default""",1,148408
"default,",1,148409
default.,2,148410
defeat,10,148412
defeat.,3,148422
defeated,2,148425
defeated.,1,148427
defeciencies,1,148428
defect,6,148429
defect.,1,148435
"defect.""",1,148436
defecting,1,148437
defective,4,148438
defective.,1,148442
defectiveness,1,148443
defects,6,148444
"defects,",1,148450
defence,3,148451
defence.,1,148454
defend,6,148455
"defend,",1,148461
defendant,7,148462
defendant's,3,148469
defendant.,3,148472
defendants,5,148475
defendants',1,148480
defendantsstood,1,148481
defended,1,148482
defendent,1,148483
defendents,1,148484
defender,2,148485
"defender,",1,148487
defenders,3,148488
defending,4,148491
defends,2,148495
defennall,1,148497
defensa,1,148498
"defensa,",1,148499
defense,52,148500
defense',1,148552
"defense,",6,148553
defense-related,1,148559
defense.,2,148560
defense/foreign,1,148562
defenses,10,148563
"defenses,",1,148573
defenses.,5,148574
defenses;,1,148579
defensible,1,148580
defensive,1,148581
defensive.,1,148582
defer,1,148583
deferred,2,148584
deficiencies,3,148586
deficiencies.,1,148589
deficiency,2,148590
"deficiency,",1,148592
deficit,13,148593
"deficit,",8,148606
"deficit,defense",1,148614
deficit.,4,148615
deficitaria,1,148619
"deficitet,",1,148620
deficitet.,2,148621
"deficitje,",2,148623
deficitjere,1,148625
deficitjet,1,148626
"deficitjet,",1,148627
deficits,5,148628
"deficits,",2,148633
deficits.,1,148635
deficittel.,1,148636
define,19,148637
defined,25,148656
defined',1,148681
"defined,",5,148682
defined.,2,148687
defines,25,148689
"defines,",1,148714
definialatlan,1,148715
"definialatlan,",1,148716
definialatlan.,1,148717
definialatlanok,1,148718
definialja,1,148719
"definialtak,",1,148720
definialunk.,1,148721
definialva.,1,148722
definicio,1,148723
"definidas,",1,148724
defining,15,148725
"defining,",1,148740
definir,1,148741
definite,2,148742
definitely,1,148744
definition,36,148745
"definition,",13,148781
definition.,3,148794
definitions,11,148797
"definitions,",7,148808
definitions.,2,148815
definitive,2,148817
definitively,2,148819
definitivo,1,148821
definitivos.,1,148822
deflacioshatasok,1,148823
defocuses,1,148824
defocusing,1,148825
defoe's,2,148826
"defoe,",1,148828
defoe.,1,148829
defogging,1,148830
deforestation,2,148831
deforestation.,1,148833
deformation,1,148834
deformities,1,148835
deformities.,2,148836
"deformity,",1,148838
defouling,1,148839
defranz,1,148840
defraud,2,148841
"defraud""",1,148843
"defraud,",1,148844
defraud.,1,148845
defrauds,1,148846
defuse,1,148847
defying,2,148848
degaulle,3,148850
degaulle's,1,148853
degaulle.,1,148854
degenerate,1,148855
degenerative,2,148856
degler.,1,148858
degradation,4,148859
degrade,3,148863
degraded.,1,148866
degrades,1,148867
degrading,1,148868
degree,30,148869
degree.,3,148899
degreed,1,148902
degreee,1,148903
degrees,23,148904
"degrees,",1,148927
degrees.,1,148928
dehat,1,148929
dehumanization,4,148930
dehumanizing,1,148934
dehumidification,2,148935
dehydrated,1,148937
deidokozben,1,148938
deified,1,148939
"deities),",1,148940
deity.,1,148941
dejaron,2,148942
deje,1,148944
dejobb,1,148945
deka'ny,1,148946
dekagramm,1,148947
"dekalb,",1,148948
dekana,1,148949
dekas,1,148950
dekozjogi,1,148951
dekretumok,1,148952
del,37,148953
del-afrikaban,1,148990
del-amerikai,1,148991
"del-amerikanizalodott,",1,148992
del-anglialankain,1,148993
del-europai,1,148994
del-kelet,1,148995
"del-keletre,",1,148996
del-libanonban,1,148997
del-libanonbol,2,148998
del-szlovakiat.,1,149000
delaney,8,149001
delano,1,149009
delanteras,1,149010
delaware,32,149011
delay,18,149043
"delay,",2,149061
delayed,3,149063
delayed.,1,149066
delaying,3,149067
delays,3,149070
delays.,2,149073
delben,1,149075
delegacio,1,149076
delegacioja,2,149077
delegaciokat,1,149079
delegalnak1997,1,149080
delegalt,1,149081
delegate,1,149082
delegated,1,149083
delegates,6,149084
delegating,1,149090
delegation,12,149091
"delegation,",1,149103
delegations,3,149104
delelott,4,149107
delelott.,1,149111
delete,2,149112
"delete,",1,149114
deleted,1,149115
deleted).,1,149116
"deleted,",1,149117
deletes,1,149118
deletions:,1,149119
deleware,1,149120
"delgado,",1,149121
delhi,2,149122
delhi-mumbai,1,149124
deli,4,149125
delia,1,149129
deliallamhatara,1,149130
delian,1,149131
deliberate,3,149132
deliberate.,1,149135
deliberately,6,149136
"deliberately,",1,149142
deliberating,1,149143
deliberative,1,149144
delicate,4,149145
delicias,1,149149
delight,1,149150
delight.,1,149151
delighted,3,149152
delighted.,1,149155
delilah,1,149156
delillo,1,149157
"delimitations,",1,149158
delineate,2,149159
delineated,2,149161
delineates,2,149163
delineating,1,149165
delineation,1,149166
delinquency,1,149167
"delinquency,",1,149168
delinquent,3,149169
"delinquent,",1,149172
delinquent.,1,149173
delinquents,1,149174
delirious.,1,149175
delirium:,1,149176
deliver,8,149177
delivered,7,149185
delivering,7,149192
delivers,4,149199
delivery,13,149203
"delivery,",1,149216
delivery.,1,149217
delkeletazsiai,1,149218
delkeletre,1,149219
dell'arte,1,149220
della,1,149221
dellenback,3,149222
dellums,15,149225
"deloria,",1,149240
delphi,1,149241
delphic,1,149242
delszlav,2,149243
delta,2,149245
"delta,",4,149247
deluded,1,149251
delusions,1,149252
deluta,1,149253
delutan,4,149254
delutanborisz,1,149258
delutani,2,149259
delutanig,1,149261
delutanihatarozathozatalok,1,149262
deluxe,1,149263
delvideken,1,149264
delvideken).,1,149265
delvideki,1,149266
delvidekrol,1,149267
delworth,1,149268
dem,2,149269
dem-,1,149271
dem.,1,149272
demagog,1,149273
"demagog],",1,149274
"demagogiat,",1,149275
demagogiat.,1,149276
demagoguery,1,149277
demagyar,1,149278
demand,30,149279
"demand,",6,149309
demand.,4,149315
demanda,3,149319
"demanda,",1,149322
demandaba,1,149323
demandada,1,149324
demandados,1,149325
demandas,1,149326
demanded,11,149327
demanding,8,149338
demands,16,149346
"demands,",3,149362
demands.,2,149365
demar-mar,1,149367
demarkaciosvonalat,1,149368
deme,1,149369
demegrendelesekkel.a,1,149370
demel:,1,149371
dementia,1,149372
dementia.,2,149373
demeter,5,149375
demeterervin,1,149380
"demetrius,",1,149381
demian,1,149382
demilitarized,1,149383
deminex,1,149384
deminimalis,1,149385
deminished,1,149386
demise,5,149387
demise.,1,149392
demo,1,149393
demobilize,1,149394
democracies,4,149395
democracies.,2,149399
democracy,35,149401
"democracy""",1,149436
"democracy,",8,149437
democracy.,6,149445
"democracy.""",2,149451
democrat,2,149453
"democrat,",1,149455
"democrat.""",1,149456
democratic,50,149457
"democratic""",1,149507
democraticparty,1,149508
democratization,1,149509
democrats,5,149510
"democrats,",1,149515
democrats--the,1,149516
democrats.,1,149517
democrats.the,1,149518
demografiai,5,149519
demografiailag,1,149524
demographic,7,149525
"demographic,",2,149532
demographical,1,149534
"demographics,",1,149535
demography,1,149536
demok-racia:,1,149537
demokra-tikus,1,149538
demokracia,22,149539
demokracia!,1,149561
"demokracia,",5,149562
demokracia.,2,149567
demokracia.[mdf,1,149569
demokracia?,2,149570
demokracia]a,1,149572
demokracia]borisz,1,149573
demokraciaba,1,149574
demokraciaban,6,149575
demokraciaban!].,1,149581
demokraciaban.,2,149582
demokraciabanbortonracs,1,149584
demokraciabol,2,149585
demokraciaellensegeinek,1,149587
demokraciahoz,1,149588
"demokraciaig,",1,149589
demokraciajat,1,149590
demokraciakban,5,149591
demokraciakban-mellekletek--,1,149596
demokraciaktamogatasara,1,149597
demokracialemondatta.,1,149598
demokracianaknevezhetne-e,1,149599
demokraciank,1,149600
demokraciara,1,149601
demokraciarol,1,149602
"demokraciarol,",1,149603
demokraciarol:,1,149604
demokraciarol?,1,149605
"demokraciarossz,",1,149606
demokraciat,4,149607
"demokraciat,",1,149611
demokraciato,1,149612
demokraciatolmint,1,149613
demokraciatorveny,1,149614
demokrata,21,149615
demokrata!hoheroddal,1,149636
demokrata),1,149637
"demokrata,",1,149638
demokrata],1,149639
demokrataban,2,149640
demokratak,9,149642
"demokratak,",1,149651
demokratakfizessek,1,149652
demokrataknak,2,149653
"demokrataknak"",",1,149655
demokrataknal,1,149656
demokratanak,2,149657
demokratanak.-,1,149659
demokrataneppart,1,149660
demokrataparti,1,149661
"demokratat,",1,149662
demokratat.,1,149663
demokratikus,22,149664
"demokratikus,",2,149686
demokratikus-szocialista,1,149688
demokratikus.itt,1,149689
demokratikusan,3,149690
demokratikusatalakitast,1,149693
demokratikushagyomanyt,1,149694
demokratikuskozvelemeny,1,149695
demokratikusmozgalmaknak,1,149696
demokratikuspart.,1,149697
demokratikuspolitikai,1,149698
"demokratizalodott,",1,149699
