Token,Cantidad de documentos que lo contienen,Posicion del primer registro en posting
il.co.ndc,2,214902
il.co.netmanage,1,214904
il.co.orbotech,1,214905
il.co.rad,2,214906
il.co.sd,1,214908
il.co.shani,5,214909
il.co.spl,1,214914
il.co.teletel,1,214915
il.co.trendline,4,214916
il.co.vocaltec,1,214920
il.gov.soreq,1,214921
il.net.access,3,214922
il.net.ibm,3,214925
il.net.ibm.haifa,1,214928
il.net.inter,1,214929
il.net.netmedia,4,214930
il.net.netvision,5,214934
il.net.netvision.pop2a,2,214939
il.net.netvision.pop3a,2,214941
il.net.netvision.pop4a,2,214943
il.net.netvision.pop9a,1,214945
il.org,1,214946
il.org.bwc,2,214947
il.org.ort,2,214949
il.org.rudy,4,214951
il.org.teccntis,1,214955
il.org.usis-israel,1,214956
il96,1,214957
ildiko)[magyar,1,214958
"ildiko,",1,214959
ildomostehat,1,214960
ileetõleg,1,214961
iletve,1,214962
ilh,1,214963
iliad,5,214964
"iliad,",2,214969
iliescu,14,214971
iliescu's,1,214985
"iliescu,",2,214986
iliescu-rendszer,1,214988
iliescu.,2,214989
iliescuand,1,214991
"iliescuet,",1,214992
iliescurendszerenek,1,214993
"iliescuval,",1,214994
iliinois,2,214995
ilin,1,214997
"ilin,",1,214998
ill,6,214999
"ill""",1,215005
"ill,",3,215006
ill-,1,215009
ill-fated,1,215010
ill-treatment,1,215011
ill.,4,215012
ill:,1,215016
illatat.,1,215017
illatosabb,1,215018
illegal,22,215019
"illegal,",3,215041
illegal.,2,215044
illegal;,1,215046
illegalis,5,215047
illegalisan,3,215052
illegality,1,215055
"illegality,",1,215056
illegally,5,215057
"illegally,",2,215062
illegitim,1,215064
"illegitim,",1,215065
illegitimate,1,215066
illene,1,215067
illertacy,1,215068
illes,2,215069
illesse,1,215071
illeszkedik,1,215072
illeszkednek.,1,215073
"illesztest,",1,215074
"illet,",1,215075
illetekes,8,215076
illetekese,4,215084
illetekesei,2,215088
illetekeseit,1,215090
"illetekeseitol,hogy",1,215091
"illetekeseivel,",1,215092
illetekeseivel.,1,215093
illetekesek,6,215094
illetekessege,1,215100
"illetese,",1,215101
"illeti,",5,215102
illeti:,2,215107
illetmenyalapot,1,215109
illetmenyet,1,215110
illetmenykiegeszites,2,215111
illetmenykiegeszitesenek,2,215113
"illetmenykiegeszitest,",1,215115
illetményemelési,1,215116
illeto,7,215117
illetoen,7,215124
"illetoen""",1,215131
illetoen),1,215132
"illetoen,",2,215133
illetoen.,1,215135
illetoen.[magyar,1,215136
illetoena,1,215137
illetoenaligha,1,215138
illetoleg,4,215139
"illetoleg,",1,215143
illetosegu,1,215144
illette,3,215145
illettvolna,1,215148
illetve,31,215149
"illetve""szakertoinek",1,215180
"illetvekeményen,",1,215181
illetvekozvetlenul,1,215182
illicit,3,215183
illik,2,215186
illik!,1,215188
illik.,1,215189
illini,1,215190
illinois,62,215191
illinois',7,215253
illinois),2,215260
"illinois,",13,215262
illinois--is,3,215275
illinois.,12,215278
illinois:,1,215290
illinois;,1,215291
illinoisadams14,1,215292
illinoisalexander,1,215293
illinoisbond2,1,215294
illinoisboone2,1,215295
illinoisbrown2,1,215296
illinoisbureau,1,215297
illinoiscalhoun,1,215298
illinoiscarroll,1,215299
illinoiscass2,1,215300
illinoischampaign,1,215301
illinoischristian,1,215302
illinoisclark2,1,215303
illinoisclay2,1,215304
illinoisclinton,1,215305
illinoiscoles7,1,215306
illinoiscook318,1,215307
illinoiscrawford,1,215308
illinoiscumberland,1,215309
illinoisde,1,215310
illinoisdekalb,1,215311
illinoisdouglas,1,215312
illinoisdupage,1,215313
illinoisedgar2,1,215314
illinoisedwards,1,215315
illinoiseffingham,1,215316
illinoisfayette,1,215317
illinoisford2,1,215318
illinoisfranklin,1,215319
illinoisfulton,1,215320
illinoisgallatin,1,215321
illinoisgreene,1,215322
illinoisgrundy,1,215323
illinoishamilton,1,215324
illinoishancock,1,215325
illinoishardin,1,215326
illinoishenderson,1,215327
illinoishenry14,1,215328
illinoisiroquois,1,215329
illinoisjackson,1,215330
illinoisjasper,1,215331
illinoisjefferson,1,215332
illinoisjersey,1,215333
illinoisjo,1,215334
illinoisjohnson,1,215335
illinoiskane48,1,215336
illinoiskankakee,1,215337
illinoiskendall,1,215338
illinoisknox19,1,215339
illinoisla,1,215340
illinoislake9,1,215341
illinoislawrence,1,215342
illinoislee4,1,215343
illinoislivingston,1,215344
illinoislogan6,1,215345
illinoismacon4,1,215346
illinoismacoupin,1,215347
illinoismadison,1,215348
illinoismarion,1,215349
illinoismarshall,1,215350
illinoismason2,1,215351
illinoismassac,1,215352
illinoismcdonough,1,215353
illinoismchenry,1,215354
illinoismclean,1,215355
illinoismenard,1,215356
illinoismercer,1,215357
illinoismonroe,1,215358
illinoismontgomery,1,215359
illinoismorgan,1,215360
illinoismoultrie,1,215361
illinoisogle2,1,215362
illinoispeoria,1,215363
illinoisperry6,1,215364
illinoispiatt2,1,215365
illinoispike2,1,215366
illinoispope2,1,215367
illinoispulaski,1,215368
illinoisputnam,1,215369
illinoisrandolph,1,215370
illinoisrichland,1,215371
illinoisrock,1,215372
illinoissaline,1,215373
illinoissangamon,1,215374
illinoisschuyler,1,215375
illinoisscott2,1,215376
illinoisshelby,1,215377
illinoisst.,1,215378
illinoisstark2,1,215379
illinoisstephenson,1,215380
illinoistazewell,1,215381
illinoisunion2,1,215382
illinoisvermilion,1,215383
illinoiswabash,1,215384
illinoiswarren,1,215385
illinoiswashington,1,215386
illinoiswayne2,1,215387
illinoiswhite2,1,215388
illinoiswhiteside,1,215389
illinoiswill9,1,215390
illinoiswilliamson,1,215391
illinoiswinnebago,1,215392
illinoiswoodford,1,215393
illiteracy,2,215394
illiterate,1,215396
illness,8,215397
"illness,",10,215405
"illness,""",1,215415
illness.,2,215416
illnesses,3,215418
illnesses.,3,215421
illo,5,215424
ills,2,215429
illuminate,1,215431
illuminates,1,215432
illuminating,3,215433
illumination,3,215436
illumination.,1,215439
illusion,3,215440
illusion).,1,215443
"illusion,",1,215444
illusion.,1,215445
illusions,5,215446
illusory,1,215451
illustrate,7,215452
illustrated,8,215459
illustrated).,1,215467
"illustrated,",1,215468
illustrates,4,215469
illustrating,3,215473
illustration,4,215476
illustrations.,1,215480
illustrative,1,215481
illustrator,1,215482
illusztralasara,1,215483
illusztralja:,1,215484
illusztralni,1,215485
illusztralt,2,215486
illuzioja,1,215488
illuziok,1,215489
illuziokat,1,215490
illyes,1,215491
ilona,4,215492
"ilona,",1,215496
ilonaaz,1,215497
ily,2,215498
ilych,2,215500
ilyen,37,215502
ilyen);,1,215539
"ilyen,",2,215540
ilyen-olyan,2,215542
ilyen.,2,215544
"ilyen.sot,",1,215546
ilyen?d:,1,215547
ilyenakciohoz,1,215548
ilyenarcatlansaggal,1,215549
ilyendiplomatak,1,215550
ilyendolgot,1,215551
ilyenek.,1,215552
ilyeneket,2,215553
ilyeneketnem,1,215555
ilyenekhez,1,215556
ilyenemberekrol,1,215557
ilyenfajta,1,215558
ilyenfalvak,1,215559
ilyenfolyamatokat,1,215560
ilyeniratok,1,215561
ilyenkor,4,215562
ilyenlepesnek,1,215566
ilyenmodon,1,215567
ilyenrol,2,215568
ilyentortenelmi,1,215570
ilyenvagy,1,215571
ilyesmi,1,215572
"ilyesmi,",1,215573
"ilyesmiketallitani,",1,215574
ilyesmit,4,215575
ilyesmivel,2,215579
ilyet,3,215581
"ilyet,",1,215584
ilyet.,1,215585
ilyet?]8.,1,215586
ilyet?]9.,1,215587
ilyukhin,4,215588
"ilyukhin,",1,215592
ilyukin,1,215593
ilyukin's,1,215594
"ilyushenko,",1,215595
ilyushin,1,215596
"ilyushin,",2,215597
im,2,215599
im(shvsvh*),1,215601
im(shvsvv*),1,215602
im(svhsvv*),1,215603
imacts,1,215604
imad,1,215605
imadkozni,1,215606
imadkoztunk,1,215607
"imadkozunk,",1,215608
imadkozunk.,1,215609
imadkozva,1,215610
"imadkozva,",1,215611
"imadkozzatok!""]a",1,215612
image,44,215613
image),1,215657
"image,",10,215658
image-based,1,215668
image-processing,1,215669
image-the-body-to,1,215670
image.,8,215671
image2.,1,215679
imaged,1,215680
imaged.,1,215681
imagemap,2,215682
imagen,2,215684
imagen”,1,215686
imagen”.,1,215687
imagery,7,215688
"imagery,",4,215695
imagery.,6,215699
images,24,215705
"images,",6,215729
images.,4,215735
imaginable,2,215739
imaginary,3,215741
imagination,6,215744
"imagination,",1,215750
imaginative,4,215751
imagine,3,215755
"imagine""",1,215758
"imagine,",1,215759
"imagine,""",1,215760
imagined,4,215761
imagined.,1,215765
imagines,1,215766
imaging,19,215767
imaginitive,1,215786
"imahazakat,iskolakat",1,215787
imapct,1,215788
imbalance,4,215789
"imbalance,",1,215793
imbalances,1,215794
imbed,1,215795
imbolygo,1,215796
imd,1,215797
ime,5,215798
"ime,",1,215803
"ime:""a",1,215804
imf,15,215805
"imf,",2,215820
imf-fel,1,215822
"imf-fel,",1,215823
imf-felvalo,1,215824
imf-gyamsag,1,215825
imf-nek,1,215826
imf-tol,1,215827
imf.,1,215828
imf:,1,215829
imfellenorzo-beleszolo,1,215830
imfes,1,215831
imfleple,1,215832
imfspokesman,1,215833
imges,1,215834
"imidzs,",1,215835
imitated.,1,215836
imitating,1,215837
imitation,4,215838
"imitation,",1,215842
imitation.,2,215843
imitators,1,215845
immanuel,2,215846
immar,20,215848
immarbefektetoi,1,215868
immarerzekelheto,1,215869
immature,2,215870
immediate,21,215872
"immediate,",1,215893
immediately,22,215894
"immediately,",4,215916
immediately.,4,215920
immediately;,1,215924
immense,1,215925
immensely,1,215926
immi-nent,1,215927
immigrant,7,215928
"immigrant,",2,215935
immigrant.,1,215937
immigrants,9,215938
immigrants',1,215947
"immigrants,",2,215948
immigrants.,2,215950
immigrate,2,215952
immigrate.,1,215954
immigrating,1,215955
immigration,11,215956
"immigration,",2,215967
imminent,4,215969
imminent.,3,215973
imminently,1,215976
immobility,1,215977
immobilized,1,215978
immoral,2,215979
"immoral,",1,215981
immoral/illegal,1,215982
immorality,1,215983
"immortal,",1,215984
immortality,4,215985
"immortality,",1,215989
immortality.,3,215990
immortality:,1,215993
immortalize,1,215994
immortalized,1,215995
immune,5,215996
immunissaakarja,1,216001
"immunitas,",1,216002
immunity,3,216003
immunization,2,216006
immunization.,1,216008
immunrendszer,1,216009
imm���ron,1,216010
impact,63,216011
"impact,",3,216074
impact.,3,216077
impacted,2,216080
impacto,6,216082
impacts,6,216088
impacts.,2,216094
impaired,2,216096
"impaired,",2,216098
impaired.,2,216100
impairment,5,216102
impairments.,1,216107
impartial,1,216108
impartial),1,216109
impasse,1,216110
impatience,1,216111
impeach,1,216112
impeached,1,216113
impeachment,2,216114
impeccable.,1,216116
impeded,1,216117
impediment,1,216118
impediments,2,216119
impeding,2,216121
impending,2,216123
"impera""",1,216125
imperative,2,216126
imperatives,1,216128
imperial,6,216129
imperialism,8,216135
"imperialism,",2,216143
imperialism.,1,216145
imperialism:,1,216146
imperialist,3,216147
imperious,2,216150
impermissible,1,216152
impersonal,1,216153
impersonation,1,216154
impersonations,1,216155
implacable,1,216156
implacably,1,216157
"implants,",2,216158
implement,11,216160
implementa,1,216171
implementación,1,216172
implementation,34,216173
"implementation,",1,216207
implementation.,6,216208
"implementations,",1,216214
implemented,15,216215
implemented.,3,216230
implementing,12,216233
implementthe,1,216245
implementó,1,216246
implicat.,1,216247
implicated,1,216248
implication,6,216249
implications,41,216255
"implications,",1,216296
implications.,5,216297
implicit,3,216302
implied,4,216305
implies,2,216309
"implies,",1,216311
implikaciokat,1,216312
imply,1,216313
implying,3,216314
imponga,1,216317
import,13,216318
import-competing,1,216331
import-export,1,216332
import-vampotlek,1,216333
import/export,1,216334
"import/export,",3,216335
importalunk,1,216338
importanc,2,216339
importance,37,216341
"importance,",1,216378
importance.,3,216379
importance:,1,216382
importancia,1,216383
"important""",1,216384
"important""that",1,216385
"important,",4,216386
"important,""",1,216390
important.,3,216391
"important.""",2,216394
important;,1,216396
importante,9,216397
importantes,6,216406
importantly,2,216412
"importantly,",5,216414
importantpolitical,1,216419
importation,1,216420
importe,2,216421
"importe,",1,216423
imported,5,216424
imported.,1,216429
importer,1,216430
importers,3,216431
importers/distributors.,1,216434
importes,2,216435
importing,2,216437
"importing,",1,216439
importja,2,216440
importjaval,1,216442
importorei,1,216443
importorok,1,216444
importot.,1,216445
imports,5,216446
"imports),",1,216451
"imports,",1,216452
importvamkivetes,1,216453
impose,9,216454
imposed,18,216463
imposed.,1,216481
imposes,2,216482
imposibilidad,2,216484
imposing,5,216486
imposition,1,216491
impositiva,3,216492
impositivas,2,216495
impositivo,2,216497
impositivos,2,216499
impositivos.,2,216501
impossibility,2,216503
impossible,11,216505
"impossible,",2,216516
impossible.,1,216518
imposter,2,216519
impotence,1,216521
impotens]a,1,216522
impoverishment,1,216523
imppact,1,216524
impracticality,1,216525
impregnation,1,216526
impression,7,216527
"impression,",1,216534
impressionism,1,216535
impressionist,1,216536
impressions,1,216537
"impressions,",1,216538
impressions.,1,216539
impressively,1,216540
imprinted,1,216541
imprinting,1,216542
imprints,1,216543
imprison,1,216544
imprisoned,8,216545
"imprisoned,",2,216553
imprisoning,1,216555
imprisonment,10,216556
"imprisonment,",5,216566
imprisonment.,3,216571
imprisonments,1,216574
improductivas,3,216575
impromptu.,1,216578
improper,2,216579
improperly,2,216581
improve,32,216583
improve.,1,216615
improved,16,216616
"improved,",2,216632
improved.,3,216634
improved?,1,216637
improveits,1,216638
improvement,20,216639
improvement.,3,216659
improvements,7,216662
"improvements,",1,216669
improvements.,2,216670
improvements/upgrades,1,216672
improves,3,216673
"improves,",2,216676
improving,19,216678
improvisation,3,216697
improvisational,1,216700
improvisional,2,216701
improvizacio,1,216703
improvizativ,1,216704
impuesto,5,216705
"impuesto,",1,216710
impuestos,2,216711
"impuestos,",3,216713
impugn,1,216716
impulsada,2,216717
impulse,1,216719
"impulse,",1,216720
impulses,2,216721
"impulsive,",1,216723
impulso,2,216724
impunity,3,216726
impunity.,1,216729
impurezas.,1,216730
"impurities,",1,216731
imputada,1,216732
imputados,1,216733
imre,18,216734
imre)=a,1,216752
"imre,",13,216753
imre-emlektorveny,1,216766
"imre-torveny,",1,216767
imre:,1,216768
imre=a,1,216769
imrehalalahoz,1,216770
imremartirra,1,216771
"imrene,",1,216772
imrerol,1,216773
imret,1,216774
"imret,",1,216775
imrevel,2,216776
"imrevel,",1,216778
"imrének,",1,216779
imádják,1,216780
imágenes,2,216781
imáikkal,1,216783
imént,1,216784
im���zsa,1,216785
"in,",3,216786
in-,1,216789
in--depth,1,216790
in-depth,21,216791
in-flight,2,216812
in-hospital,2,216814
in-house,1,216816
in-law,1,216817
in-line,1,216818
in-outboard,1,216819
"in-outboard,",1,216820
in-patient,1,216821
in-service,3,216822
in-situ,1,216825
in.,9,216826
in.ernet.iisc,2,216835
in.net.vsnl,1,216837
in.nic.delhi,1,216838
in.uunet,2,216839
"in1620,",1,216841
"in1697,",1,216842
"in1988,",1,216843
"in1994,",1,216844
in1996.,1,216845
in:,1,216846
ina,1,216847
inability,17,216848
inaccessibility,1,216865
inaccuracies,1,216866
inaction,2,216867
inactivated.,1,216869
inactive,1,216870
inadequacies,3,216871
inadequacy,1,216874
inadequate,6,216875
inadequately,1,216881
inadvertent,1,216882
inadvertently,1,216883
inalienable,2,216884
"inalienable,",1,216886
inall,1,216887
inappropriate,6,216888
inappropriate.,1,216894
inattentive,1,216895
inattentively,1,216896
inaugural,2,216897
inauguraron,1,216899
inaugurate,1,216900
inauguration,4,216901
inauguration.,1,216905
inbetween,1,216906
inboard,3,216907
"inboard,",1,216910
inboard/in-outboard,1,216911
inboard/in-outboards),1,216912
inbound,1,216913
inbucharest,1,216914
inc.,149,216915
inc.'s,1,217064
inc.),2,217065
"inc.,",8,217067
inc.--with,1,217075
inc.;,2,217076
incandescent,1,217078
incapable,4,217079
incapacidad.,1,217083
incapacitated,2,217084
"incapacitated,",1,217086
incapacitated.,2,217087
incapacity,2,217089
incapacity.,1,217091
incarcerated,3,217092
incarceration,1,217095
incarceration.,1,217096
incarceration...,1,217097
incarcerations,1,217098
incarnation,1,217099
incentive,5,217100
incentive.,2,217105
incentives,6,217107
inception,7,217113
"inception,",1,217120
incessant,3,217121
"incest,",2,217124
incestment,1,217126
inch,1,217127
inches,3,217128
incidence,10,217131
"incidence,",1,217141
incidence.,2,217142
incidences,1,217144
"incidens,",1,217145
incident,12,217146
"incident,",3,217158
incident.,4,217161
incidental,1,217165
incidentally,1,217166
incidents,13,217167
incidents.,1,217180
incinerate.,1,217181
incision,1,217182
inciso,2,217183
incited,2,217185
incitement,2,217187
inciting,1,217189
inclination,2,217190
"inclination,",1,217192
inclined,1,217193
include,71,217194
include:,13,217265
included,33,217278
"included,",1,217311
included.,6,217312
included..,1,217318
included:,3,217319
includeex-defense,1,217322
includehungarian,1,217323
includes,98,217324
"includes,",2,217422
includes:,4,217424
includi.,1,217428
including,166,217429
"including,",5,217595
including:,4,217600
incluida,1,217604
incluidas,2,217605
incluido,1,217607
incluidos,3,217608
inclusion,2,217611
inclusions.,1,217613
inclusive,1,217614
inclusive.,2,217615
inclusión,1,217617
incluye,9,217618
incluye:,2,217627
incluyen,6,217629
incluyendo,7,217635
incluyeron,1,217642
incluyó,2,217643
incluían,2,217645
income,33,217647
"income,",9,217680
"income,""",1,217689
income-producing,2,217690
income.,5,217692
income;,1,217697
incomes,6,217698
"incomes,",1,217704
incoming,3,217705
incommunicado,1,217708
incompatible,2,217709
incompatible.,1,217711
incompetence,1,217712
incompetence.,1,217713
incompetent,1,217714
incompetent;,1,217715
incomplete,4,217716
"incomplete,",1,217720
inconclusive,1,217721
inconnection,1,217722
inconsistencies,2,217723
inconsistency,1,217725
inconsistent,2,217726
incontri,1,217728
inconveniences,1,217729
incorporación,1,217730
incorporada,1,217731
incorporadas,2,217732
incorporando,1,217734
incorporar,2,217735
incorporate,6,217737
incorporate.,1,217743
incorporated,8,217744
"incorporated,",1,217752
incorporated.,1,217753
incorporates,3,217754
incorporating,9,217757
incorporation,2,217766
"incorporation,",1,217768
incorporó,3,217769
incorrect,1,217772
"incorrect,",1,217773
incorrectly,2,217774
incorruptible.,1,217776
increarsing,1,217777
increase,50,217778
"increase,",2,217828
increase.,2,217830
increased,32,217832
"increased,",1,217864
increased.,1,217865
increases,17,217866
increases.,4,217883
increasing,37,217887
"increasing,",2,217924
increasing.,1,217926
increasingly,23,217927
incredible,5,217950
incredible!,1,217955
incredible.,1,217956
incredibly,2,217957
incrementado,2,217959
incremental,1,217961
incrementan,1,217962
incrementando,1,217963
incrementar,8,217964
incrementarán,1,217972
incremente,1,217973
incremento,6,217974
incrementos,1,217980
increments,2,217981
incrementó,3,217983
inculding,1,217986
incumbency,1,217987
"incumbency,",1,217988
incumbent,2,217989
incumbents,1,217991
incumpliera,1,217992
incumplimiento,1,217993
incumplimiento.,1,217994
incur,2,217995
incur.,2,217997
incurable,2,217999
incurred,3,218001
incurridos,2,218004
incurrir,1,218006
incurs,1,218007
incursion,1,218008
incze,1,218009
ind,1,218010
indecency,1,218011
"indecency,",1,218012
"indecency.""",1,218013
indecent,1,218014
indecision,1,218015
"indecision,",1,218016
indecisive,1,218017
"indeed,",4,218018
indefinite,4,218022
"indefinite,",1,218026
indefinite.,1,218027
indefinitely,1,218028
indemne,1,218029
indemnidad,1,218030
indemnizaciones,1,218031
indemnizar,1,218032
indemnizará,1,218033
independence,19,218034
"independence""",2,218053
"independence,",3,218055
independence.,3,218058
independent,55,218061
"independent,",2,218116
independent.,1,218118
independently,7,218119
independently.,1,218126
independents,1,218127
independents.,1,218128
independiente,1,218129
independientes,1,218130
"independientes,",1,218131
independientes.,1,218132
indepth,1,218133
indeptness,1,218134
indeterminados.,1,218135
indeterminate,3,218136
index,147,218139
"index,",2,218286
index--composed,1,218288
index.,1,218289
indexe,4,218290
"indexe,",2,218294
"indexel-e,nem-e,",1,218296
"indexes,",1,218297
indexet.,1,218298
indexing,1,218299
india,20,218300
india's,3,218320
"india,",5,218323
india.,4,218328
"india.""",1,218332
india:,1,218333
indian,18,218334
indiana,32,218352
indianok.,1,218384
indians,6,218385
"indians,",2,218391
indiant,1,218393
indica,2,218394
indicada,1,218396
indicadas,2,218397
indicadores,1,218399
indicate,11,218400
"indicate,",1,218411
indicated,9,218412
indicates,12,218421
"indicates,",1,218433
indicating,14,218434
indication,5,218448
"indication,",1,218453
indications,2,218454
"indications""",1,218456
indicator,3,218457
indicators,4,218460
indicators.,2,218464
indicators:,1,218466
indice,1,218467
indices,1,218468
indicted,6,218469
indictedbosnian,1,218475
indictment,3,218476
"indictments,",1,218479
indicts,1,218480
indies,1,218481
"indies,",2,218482
indifference,2,218484
indifferent,2,218486
indigenous,7,218488
